311,158040,--neBDssyZlHqAWgrHtUBQ,p_wgylnWMXSLlPGCRYSarQ,4
1414558,155083,vbwZkfN7p3S0VkV3JFPgjg,o_ZsXiNE5hpZLr80nufo8A,5
1414996,50763,vd6iOwQ9PvEpmGidADer-g,GCYoo69k-vI-KFF3rsFuTQ,5
1414996,87622,vd6iOwQ9PvEpmGidADer-g,SipHumArj5ZIIpltsWwQpQ,5
1414996,109408,vd6iOwQ9PvEpmGidADer-g,_3lIBvmGuRzry5FNN1WprA,2
1414996,92878,vd6iOwQ9PvEpmGidADer-g,UVKi839mvCc9BrCmeJbitA,4
1415114,182780,vdPSyG4sNtIdbOqT6BHn6Q,y1H7Q7rN9JmySXvwDVYD8A,2
1415187,185326,vd_ehQKSA5Z2gAVNXI0P8g,ytAsW7DYezxMMzqoO_-nIQ,2
1415899,111427,vfadGsQVScoRKki5P73jIg,_kb6GT4qawjwq47OsQ52xw,4
1415899,111225,vfadGsQVScoRKki5P73jIg,_gMR_YdsMwwKy63-UwjdnA,3
1415899,117614,vfadGsQVScoRKki5P73jIg,bpRo8L8dkhgbJhdIKa9mwA,5
1415899,81435,vfadGsQVScoRKki5P73jIg,Qc0l8rZ3nvrcERitgxu8XA,3
1416947,166625,viPEgKloEjbVhZRTu8ME_A,sWwCwjsd27k0Y8m1RIWZEg,1
1417036,146457,viecUdOtJLVTx3BKBGJImA,lepAu9fXw5R93v0b6mj3vQ,3
1417036,51360,viecUdOtJLVTx3BKBGJImA,GPVHfoDjSOivqgIDjIOA-Q,3
1417059,2713,vihILrexQQKl6tir2_0nHg,-ubMwuskT2uS0GPSZpxaxA,1
1417059,65388,vihILrexQQKl6tir2_0nHg,L9nMax4J-1kufJAeWRxASw,5
1417207,94425,vj40nsstbwTQ-rF538YiaA,V0GvqtIc0C-ME_Va8V0Uiw,2
1417658,140158,vkNtTRKAxaYSc9G-rgtziQ,jXL1Mfygf36id0hJytcsqg,5
1417658,182023,vkNtTRKAxaYSc9G-rgtziQ,xlXwxfiUD4bgJFKUYwkzOg,5
1417658,98387,vkNtTRKAxaYSc9G-rgtziQ,WKfZPe1VRweH0Vg9j9LckA,2
1417658,147220,vkNtTRKAxaYSc9G-rgtziQ,lvuuyYZ-CzFrg1BLdV2OPw,5
1417698,157300,vkU6wyslDc8MoTJ3UYyokA,pLMPpaJ7whp86uL_3ezwMg,4
1417711,47299,vkW5HXLOo-DbQ80Um7EgHw,F2UDLBuUn_2-F0a3uL_1_g,5
1417711,94690,vkW5HXLOo-DbQ80Um7EgHw,V6NpHkLhqwQJ7KqDfCjbhw,5
1417711,30209,vkW5HXLOo-DbQ80Um7EgHw,9KmvrnyjWTr4sly0Dt770g,3
1417711,145223,vkW5HXLOo-DbQ80Um7EgHw,lFiE1KI1Z0tmzVn9_1lcXg,5
1418369,122358,vmNdHx3YYOCwiRcSBujEeQ,dThrFTK_bqo1woPvUgY70g,5
1419209,142392,voganYxw58bdDa6bwc0bpg,kG_EB5RAsSA3f9HJikI1rw,5
1419209,24004,voganYxw58bdDa6bwc0bpg,7D7rEiSc4fWwUZC9q086Ww,1
1419979,101804,vqriwdrqgG2GtYJMAb3R0Q,XVVFgEY-0MsyEAR8SO7dzg,1
1420144,55330,vrKLJRPT-Qk0MAkohwRWvw,HkG8Ucn1E1R4acyhFrywEA,5
1420214,65349,vrXxpHHmvSftcWGxUa-kbQ,L8rJht4Jw_BuR8gsckEWYg,3
1420214,84944,vrXxpHHmvSftcWGxUa-kbQ,RoyywlTNAmM8dJcibAr1rg,4
1420214,66116,vrXxpHHmvSftcWGxUa-kbQ,LQI8R7yYXmWzWKd7wLCf2Q,1
1421092,124613,vtxvqa-dIu5cSoInhCutzg,eDlgbI0Qg_mmI-Osvci0gw,2
1421420,60567,vurG89roxOTFCpUPwMlJFA,JWhqCvKTs5vLwIrhrbgx7Q,1
1421535,173257,vvABDl_uO24opIdeHBw0ew,umXvdus9LbC6oxtLdXelFQ,5
1421568,125835,vvGHA8bA_WKy4qT6zXkR9Q,eduRavkml8awmPachSZXuw,3
1421568,71063,vvGHA8bA_WKy4qT6zXkR9Q,N5CL5HLS6lyltw-OjjBrOw,2
1421691,126330,vvZ9Knjk_bzjSEUgM7A0eg,eoHdUeQDNgQ6WYEnP2aiRw,5
1421691,44440,vvZ9Knjk_bzjSEUgM7A0eg,E62l6LwZJ7lKaExcUbrtYw,4
1421691,85223,vvZ9Knjk_bzjSEUgM7A0eg,Rv1IiQaIIDunqzS8dSvHCw,5
1421691,19797,vvZ9Knjk_bzjSEUgM7A0eg,5ma1OUQWy_Ds80xUiP7JPQ,5
1421691,166177,vvZ9Knjk_bzjSEUgM7A0eg,sNVGdeOPeitJ3OWUQBINzQ,5
1421691,46713,vvZ9Knjk_bzjSEUgM7A0eg,Er5XAY2UFGGqBHdqpeCFkA,5
1422737,131833,vyJ10ksQz61FawQzWB7Mrw,ghvueE0cMXMmF4RXNSOTyw,2
1422737,171420,vyJ10ksQz61FawQzWB7Mrw,uBGPTzye3wrxZPf54AXuFg,5
1422737,31492,vyJ10ksQz61FawQzWB7Mrw,9khaQT99b8ZpoX5Mqb7JYQ,2
1422737,59369,vyJ10ksQz61FawQzWB7Mrw,J7B-hSSYDYSIQx5xiqOJTw,1
1422737,142870,vyJ10ksQz61FawQzWB7Mrw,kROYR_6mVfg9WgJ7z1HOSA,2
1422737,48052,vyJ10ksQz61FawQzWB7Mrw,FJ8Q5jed_Ca_OeFLFUYQiw,2
1422737,60622,vyJ10ksQz61FawQzWB7Mrw,JXiOlujB1i7aZvkNJ9xpzQ,2
1422737,74296,vyJ10ksQz61FawQzWB7Mrw,OD2dbQTKN7FS01fHzZqqzA,5
1422737,177016,vyJ10ksQz61FawQzWB7Mrw,w3h2_nxxqnmxZZaaQi2Pag,5
1422737,142539,vyJ10ksQz61FawQzWB7Mrw,kJdIaFnq9lcMOBjhjDtgFg,2
1422737,78337,vyJ10ksQz61FawQzWB7Mrw,PZjUi1svogVLSwhy-mBpNA,3
1422737,20501,vyJ10ksQz61FawQzWB7Mrw,61BtQLwM5QPI9taQ20owVA,2
1422777,101019,vyRASsCPksyPCHRJEAayOw,XF4w6wG1JOvfKZlQcxiWgQ,5
1422787,178898,vySrlzp_7_jTsHN16O1iKA,whAwdYVty-jSNRhrYT2zHA,4
1423637,163496,w-hbrjj2s2hTvT-tpTTA8w,rS3KdecMS-EF4H3VtmkxBw,1
1423924,175940,w0SFFncUz19S_o72tG1Ekw,vhImhRvHgAsUnBvVcRYRkQ,5
1424035,58190,w0hler3z7ClnxH1mEgMShA,Ii0XDCvK3Szip_OswfDrpQ,1
1424035,60418,w0hler3z7ClnxH1mEgMShA,JTNdV6u3DK-wcqX7ZXl5hw,1
1424035,178030,w0hler3z7ClnxH1mEgMShA,wPgp3oddFUzpGrQc__HYhg,4
1424526,152637,w2-h385c6052OL0zaJf_Ew,nkM9exy9vHB65VZH8k4FKw,4
1424526,6676,w2-h385c6052OL0zaJf_Ew,1HfkEkNhI6XJXkgrCTBKpw,4
1424599,126479,w2BiChpm2coyOA5CkvqUKg,erpMXkhBRNAwfXYfqIaC6Q,5
1424735,134574,w2Xpl8hEaojz0IbFLd2GPA,hcFSc0OHgZJybnjQBrL_8Q,5
1425340,125232,w4HE6Yzdt0fZ58fhEgcXww,eS29S_06lvsDW04wVrIVxg,5
1425398,143637,w4QzvU9MW9-ainTb5pCZ3g,kgw8nBO9ZMRhukfnJd6bxg,3
1426229,77285,w6f365-EWwzxK1tJcYvNDg,PChG1Dm0A6AXIXkXGVK8Fw,1
1427225,28585,w9M30LRQ8JGSer1U3CBTFA,8mKV3KThn3wXGL3OVxrCNg,4
1427613,104215,wAOfDppm4CVyKzAU78LArQ,YJ8ljUhLsz6CtT_2ORNFmg,1
1427642,125612,wAUUWRcIhBfxulVBautevw,e_BiI4ej1CW1F0EyVLr-FQ,5
1428123,154625,wBmRAZnOzSVAitLF91Z4Gg,oR0gq3wNyDrpDu1FQNtB3Q,5
1428538,169678,wCwn84kqxDAdQ5LFuu1edw,taXKuFldSoerm9SXrckh_w,5
1428579,93527,wD1uui2_T7hXal56BE3r_g,UiUZfYqkfv61VXoe2s2ylw,5
1428579,51233,wD1uui2_T7hXal56BE3r_g,GMrwDXRlAZU2zj5nH6l4vQ,5
1428579,165741,wD1uui2_T7hXal56BE3r_g,sDT7CvVLsPG1JizVddhxzg,2
1428579,24870,wD1uui2_T7hXal56BE3r_g,7W-7QBBU67ax2nERXrDM1Q,4
1428579,13074,wD1uui2_T7hXal56BE3r_g,3ViGD_AF1AUmxF4zeHB_kQ,2
1428579,138150,wD1uui2_T7hXal56BE3r_g,iqQEH6olFhpqwZjFRRFmuA,3
1428579,62145,wD1uui2_T7hXal56BE3r_g,K2_zfa7cKbg5klHJYqoWnw,5
1428579,71045,wD1uui2_T7hXal56BE3r_g,N4t78qF2C5jqYBjNr0j3_w,4
1428579,42407,wD1uui2_T7hXal56BE3r_g,DPP0CBruunTELEtNgQ3RIQ,1
1428579,156289,wD1uui2_T7hXal56BE3r_g,p-5u8qhYmB-IcTaQcq2_pw,1
1428579,98653,wD1uui2_T7hXal56BE3r_g,WQ7Qys-keM0MCO7IGpEduQ,5
1428579,84780,wD1uui2_T7hXal56BE3r_g,RkqN70Pidy6_tAWMvodOLg,5
1428579,152978,wD1uui2_T7hXal56BE3r_g,nrahyQyopCtajDqUtVVVfA,5
1428579,119831,wD1uui2_T7hXal56BE3r_g,c_xCs0pCLZVM6ImvqXEFPA,3
1428674,92337,wDJXYcm-bLWmHbku-eFmBg,UJewG9UgVXQ7fyP4UHwnxw,1
1428958,173942,wE1weKblyOowGYUDKdbmAA,v0byOL8VL6v6muGa1anxFA,5
1429227,160726,wEh68T-h7fmMZ8geI85vTQ,qUPUCcBbn-ugXFSItXLmGw,5
1429438,113796,wFKHwj_zxm2dEmgOzSr1xQ,aYfHXWNjLNUVoQa5CMA2jg,5
1429438,159486,wFKHwj_zxm2dEmgOzSr1xQ,q3oJ6bNRV3OoJrwc95GOwg,5
1429438,52537,wFKHwj_zxm2dEmgOzSr1xQ,GmGvbDABaGvcKe_jIDvq6w,2
1429438,167326,wFKHwj_zxm2dEmgOzSr1xQ,slVkMoNTCGI2rOhMaL5u5A,5
1429438,10798,wFKHwj_zxm2dEmgOzSr1xQ,2iTsRqUsPGRH1li1WVRvKQ,4
1429438,81435,wFKHwj_zxm2dEmgOzSr1xQ,Qc0l8rZ3nvrcERitgxu8XA,4
1429438,154095,wFKHwj_zxm2dEmgOzSr1xQ,oEkOj9NXJFrjFn3NBB_jpA,4
1429554,105893,wFcwGyevZgsEzbWqLhUUjw,Ysp8YfvXBuZ6pQ7-rRedTA,1
1429580,123711,wFgkD-kQ1R9mMKL74-TS5g,dumO6I2X9g6dv_70NDWkmw,4
1429918,11569,wGWVdYreDt-lbQ1iJ31faw,3-6biVwm7VwPZ-k67jml-Q,5
1430085,170440,wGyYBGborUcB5K_XJ2dGfQ,tro-hrljuY1cUAVFYauTlQ,5
1430190,83223,wHH-4gUHojMTqqkRuCFAbA,REJPrXEZly4PDQNmiMGI8Q,1
1430190,173080,wHH-4gUHojMTqqkRuCFAbA,ujBk7cdEvo5FkD1e0Gzq1Q,4
1430916,19332,wJIJl3ck5OwzjegrsWzCAQ,5cE4IXLzN4-MmQ4NH4ubRw,5
1430916,44749,wJIJl3ck5OwzjegrsWzCAQ,EC6xUsmzvVqRD2sdcE1kNQ,1
1431332,139197,wKSjw-eIpqovHQZq_P6kTA,jB_FDRXCN5BKiaq3UMDmNA,3
1431954,62390,wM6Hzu550IUW2qKpgfrBJQ,K7lWdNUhCbcnEvI0NhGewg,3
1432109,163194,wMXQRs7Sg--cU_R323D4dA,rLwxan_oYkL-m8ldqsHuiA,5
1432109,113615,wMXQRs7Sg--cU_R323D4dA,aVBFKYoF0AHuusNssaQpJA,4
1432109,67591,wMXQRs7Sg--cU_R323D4dA,Lu11ceuxJWh3dgRaPZGbsQ,5
1432109,124816,wMXQRs7Sg--cU_R323D4dA,eI1n8YoS2xKCCpkLQp-CYA,4
1432109,90555,wMXQRs7Sg--cU_R323D4dA,Ti0YRN8_Wek7M7jVxj8Mog,4
1432109,123882,wMXQRs7Sg--cU_R323D4dA,dywaAVDfWV_gQyxzlPaPyQ,3
1432109,188469,wMXQRs7Sg--cU_R323D4dA,zx_eg_zbs2pyDU4QmCXE1Q,2
1432109,67945,wMXQRs7Sg--cU_R323D4dA,M0pXDKKvnM5sc7ceisBD4Q,3
1432109,79886,wMXQRs7Sg--cU_R323D4dA,Q5cwBuHfkt3NjnDrxA-h8w,5
1432109,48029,wMXQRs7Sg--cU_R323D4dA,FIjAC4p1pQbRsgDwf70ZZw,4
1432109,7001,wMXQRs7Sg--cU_R323D4dA,1Os0g2rh6I50ZIXEZSaNkA,3
1432109,53407,wMXQRs7Sg--cU_R323D4dA,H4SHl6AAvRp4o3Mg60fkkA,5
1432109,166649,wMXQRs7Sg--cU_R323D4dA,sXYkjcuGhtaYP8yeQPaHgA,4
1432109,156588,wMXQRs7Sg--cU_R323D4dA,p5LmGtCNBI74xmwhSmyo8Q,4
1432109,45625,wMXQRs7Sg--cU_R323D4dA,EV-8tXTViG1jHZ-3qnBaYg,5
1432109,180193,wMXQRs7Sg--cU_R323D4dA,x8s6E2Rg4DaXiJ6jr0bs1Q,2
1432323,77472,wNA8VMxbYfQP4E6eqcaxDw,PHUePqpPSSEeD73SuNexLg,3
1432510,128349,wNcv1jXR2uERFGbJI7QKAw,fV4d6xUoj8L_us4dI5x1aA,1
1432840,146744,wORnYqwBcwKCdN9kqqLYGQ,llQfDCKPXBW1-hSb_qUC-g,5
1432840,97324,wORnYqwBcwKCdN9kqqLYGQ,VyVIneSU7XAWgMBllI6LnQ,5
1432850,21804,wOSdey86wAXASmP6a6Wr2w,6TSpAuUdmo2UEn9emgd8xg,5
1433690,81172,wQjIG0BPrq36EAcMrvxL_A,QXV3L_QFGj8r6nWX2kS2hA,5
1434313,162091,wSRmK1lWALjpfzH3OBT1nw,qx6WhZ42eDKmBchZDax4dQ,5
1435171,66428,wUjhbbqWf4OkpHNKZ4sitg,LWgaRojEN8a-V6yxORo7yQ,1
1435171,20318,wUjhbbqWf4OkpHNKZ4sitg,5xYk23lz0ktdMvzHtohymQ,5
1435171,186127,wUjhbbqWf4OkpHNKZ4sitg,zAhv5Pg3vUB_kzdCj0KtDg,2
1435171,141592,wUjhbbqWf4OkpHNKZ4sitg,k-tg18rWRibZ4jKpoqhb0Q,1
1435171,145201,wUjhbbqWf4OkpHNKZ4sitg,lF3klLu44Jaq3UqO9a50Pg,1
1435171,87146,wUjhbbqWf4OkpHNKZ4sitg,SZD6OTT1cc-ZznfAoyKudw,1
1435178,164097,wUkci3bkGBnyi2IdPE3pQQ,rdwHwvD2xhQQLytNkOZwZA,1
1435554,130169,wVmeEHN8x8jvwhRMdCnh9w,g6l78EOVGYzMmnTSGj8TcA,1
1436060,25955,wX8tAq2pDo9J9PDjfH_Ayw,7sb2FYLS2sejZKxRYF9mtg,5
1436243,168351,wXeCTjInUv3krc1y_oIY3Q,t7jfo2Txq8CPqPz6F2KDBw,5
1437205,177762,w_EZO6M0xIg3_27HBSL7gw,wKA2y-F_fPcBDOkpzDB9eQ,1
1437763,30028,waeIjAVz9JhedFtuzVCzuw,9HDU4onlEZU27fUbF-m7wA,5
1438922,56590,wdj7yQI5kLq0Mb1G63xFnw,IB8Y_xlVPMpfsJwR_gbquA,4
1438922,99500,wdj7yQI5kLq0Mb1G63xFnw,Whzg5Koaz9yJ6mwIl7QkqQ,4
1438922,62396,wdj7yQI5kLq0Mb1G63xFnw,K7szuaFnuV6nz4w_i-bLPg,5
1438922,27333,wdj7yQI5kLq0Mb1G63xFnw,8K5fQnv3YZIIhERyU82UBg,4
1438922,148757,wdj7yQI5kLq0Mb1G63xFnw,mRKTDhmeAt3oLYSsW54LLQ,4
1438922,18852,wdj7yQI5kLq0Mb1G63xFnw,5T6kFKFycym_GkhgOiysIw,3
1438922,35308,wdj7yQI5kLq0Mb1G63xFnw,B0YUHoSSVpq4a8Uh2gG3ow,4
1438938,149385,wdmBtZB8p6xDrf5CFy6KzA,me17NOULVwu40AdKGYHIaQ,5
1438938,55215,wdmBtZB8p6xDrf5CFy6KzA,HhVmDybpU7L50Kb5A0jXTg,1
1439606,58762,wfTj4O6ybnCDvd9iIGhcww,Iur8bZ-qKXWl_tvQnaxVzg,5
1439606,131669,wfTj4O6ybnCDvd9iIGhcww,geLdDoDJ-HzBJGy3A54Gng,2
1439751,49379,wfqZMV9Xp3s3JY1nNL_OoQ,FjqnIjIatdMAlpvLEBmiEw,5
1440019,176108,wgYnGoeBa_GbDV6yd5Bh_Q,vl1aHp6pvnSmpoRQShWLjg,4
1440298,7581,whLHhomJt8PQMz68ZH-ZTg,1aVqiz43klXaFJUUx0H5fw,1
1440359,30361,whUsb2zEnavjziAlpLjjyA,9NaZIhfRPkxRJn1eA9zrTA,1
1440568,21904,wi4T9KfzddcjV4hOrdCOlQ,6VePv7drDpoG20ytyBFh7w,5
1440568,147905,wi4T9KfzddcjV4hOrdCOlQ,m9PjH4Eckk3qZiZiCXpr6A,1
1440568,49414,wi4T9KfzddcjV4hOrdCOlQ,FkUcjHK7oQJIvZtUGjDxMQ,2
1440568,124409,wi4T9KfzddcjV4hOrdCOlQ,e8wPL-2r2F6-7ucb_VOilA,1
1440568,65600,wi4T9KfzddcjV4hOrdCOlQ,LEYZb8jiD36RQTElxy0YrQ,1
1440568,19716,wi4T9KfzddcjV4hOrdCOlQ,5l8S70308R_Osh3hm2zj3Q,5
1440568,115038,wi4T9KfzddcjV4hOrdCOlQ,axi57Y3h5c8BxM1Xyj0KBw,1
1440568,122562,wi4T9KfzddcjV4hOrdCOlQ,dYMaPxIh0ULhJIi3Ck2EGg,1
1440568,133539,wi4T9KfzddcjV4hOrdCOlQ,hGuyBaY7HUHCzeSzZMBPYw,1
1440737,57938,wiVKNNqKLonieMNXOcECNQ,IcnJlauqhHfelo_qp9uKuw,2
1440737,89622,wiVKNNqKLonieMNXOcECNQ,TOi6KY8b7e1Au-TqC-I7lw,5
1440737,36209,wiVKNNqKLonieMNXOcECNQ,BKg8YIGX_5YyUczmBAyyCQ,5
1440771,158461,wia2XERBZjmAGYZMgC7ExQ,piN7IHBo7S5rY6o4ztaCUg,3
1440771,54760,wia2XERBZjmAGYZMgC7ExQ,HYuqGAyy3R-B8CcUTkEfhA,1
1440771,101566,wia2XERBZjmAGYZMgC7ExQ,XQfq4tmOHUSn2vvjNj-zJg,1
1440771,136004,wia2XERBZjmAGYZMgC7ExQ,i631pRlq0u29VvaMshW67A,5
1440771,168279,wia2XERBZjmAGYZMgC7ExQ,t61eGISz7qMOxEe7o3vwEw,5
1441145,61952,wjX8Zimbu-3f5mkCrPvZPQ,JznTpiPQVpfnV7mEw6PpOQ,4
1443266,173675,wpQojdbIpedF8a1PNokytQ,uwBJlA27pNywYTlPBiSqVw,2
1443266,110921,wpQojdbIpedF8a1PNokytQ,__fMLrmv9M1_W4kBvR2VnQ,2
1443266,162903,wpQojdbIpedF8a1PNokytQ,rF183_3e0ybElRKdNSwJqQ,1
1443806,17563,wqwgd04J5XTURvJUQfT8jA,51K92JdkWICGDvvVCBYhFA,5
1443806,70121,wqwgd04J5XTURvJUQfT8jA,Ml88ew4fKBMTqGWui0rg7A,5
1443806,136304,wqwgd04J5XTURvJUQfT8jA,iD-D6tIN7o17HIb8bbxuXQ,5
1443806,24281,wqwgd04J5XTURvJUQfT8jA,7J_8O6w79raFRSORc3bRew,5
1443904,122449,wrFEUtV08LrXwW7j7BWdrg,dVvij7VRh55dISu02I0IGw,4
1445566,174827,wvbHhotj3PLTuTbHWnMOYg,vK1_qKEG7zHvjiTOsN0CRg,5
1445711,35371,wvybt8_rjC8fvFWOxffoNw,B1imfnKRvcotaYacPGUrLQ,5
1445844,127790,wwM_CbRDidZwyzHWMmJBRg,fJ7uw4dDFIga57868Oz1EA,5
1446376,41548,wxs0NBZSyp2pH6P0vPQuiA,D6WXf0lB4pfuXZH3P7c5Ow,4
1446376,81435,wxs0NBZSyp2pH6P0vPQuiA,Qc0l8rZ3nvrcERitgxu8XA,4
1446376,87915,wxs0NBZSyp2pH6P0vPQuiA,Sovgwq-E-n6wLqNh3X_rXg,3
1446464,135847,wy4GJ3jNUddo1OGmLBfdew,i39--wZD6L9hm9Lg90Uziw,4
1446464,87813,wy4GJ3jNUddo1OGmLBfdew,SmkYLXEYhzwUZdS6TAevHg,5
1446644,134851,wyZcNoH1JtG2o_hMUlsedQ,hihud--QRriCYZw1zZvW4g,5
1446914,98950,wzGOTR8UklmPHMAK_r9D7Q,WX8cx6tfFcEn0cK4cIbWag,5
1447663,21216,x0JYOtWpKvW-UAzXi-2gdA,6GCbZASjMnAPYBWLc_z30g,3
1447683,83230,x0Mmtjp4ICLCYIBg_8-ATQ,RESDUcs7fIiihp38-d6_6g,4
1447683,43420,x0Mmtjp4ICLCYIBg_8-ATQ,DkYS3arLOhA8si5uUEmHOw,5
1447683,45997,x0Mmtjp4ICLCYIBg_8-ATQ,Ec9CBmL3285XkeHaNp-bSQ,4
1447957,125834,x165AV14N7tbyWAGJ72LlQ,edskUGX_9FHCFnDG2ETKIw,1
1447957,38200,x165AV14N7tbyWAGJ72LlQ,C-ZTdbVvuVMfCCoyLI2i0w,1
1448499,129564,x2dkFstjm-FmOOoIUArOwg,ftR6lgW1xmVxdDSEodTGIA,4
1448499,67097,x2dkFstjm-FmOOoIUArOwg,Ljknr0VF5Ia2DlTzELg-Kg,5
1448747,149722,x3JNnsU40J9pyVerxIXbSA,mlCDsdVFuZvRGrJTfQ6amw,1
1449038,82764,x42S_GbP217HcdJy06QQPw,R4R7ttLXfKKWM0VEMoaW4w,5
1449149,83230,x4O6ywfyVYH1qWibRFG_xw,RESDUcs7fIiihp38-d6_6g,5
1449670,60943,x5smIiHyLZ2hsLv-SvNbfw,JdtJ3jmMukLXU-gDjVTEgg,1
1449670,164566,x5smIiHyLZ2hsLv-SvNbfw,roR1_DDlMk7mhi5_R6XVKA,3
1449995,106376,x6jZ80J2fJDEP9apaiAdeQ,Z2cyw4t6zU2g20lOEFaO_g,4
1449995,78927,x6jZ80J2fJDEP9apaiAdeQ,PlTdQdCWu2_hjbSuenB3pg,3
1449995,5892,x6jZ80J2fJDEP9apaiAdeQ,10ELp0f3kgGfXPQNQq77ew,5
1449995,96423,x6jZ80J2fJDEP9apaiAdeQ,Veb_YSP2PL3xGbu9JJVuOA,3
1450412,75186,x7stqXMsYOTS4BdFnhWpEA,OVb3wbv59wTcd0pQrXBZXw,5
1450412,23371,x7stqXMsYOTS4BdFnhWpEA,6zkpirZ4qCfsbd33unJ5nQ,5
1450412,128898,x7stqXMsYOTS4BdFnhWpEA,ffLK5rktOFlH26-vZU5xqQ,5
1450412,119757,x7stqXMsYOTS4BdFnhWpEA,cZJ8DfdiLzILcdGSOCWI3g,5
1450456,181220,x7zoxuIXfaPNDl_CJOBlpA,xUfKsDFU-RlVK-m2mDoIdQ,5
1450456,5082,x7zoxuIXfaPNDl_CJOBlpA,0jHZk9RrKh0uRhTRW1XIqQ,4
1450456,131833,x7zoxuIXfaPNDl_CJOBlpA,ghvueE0cMXMmF4RXNSOTyw,5
1450456,177520,x7zoxuIXfaPNDl_CJOBlpA,wEY7VsIFD6DtLW_wi5PKLg,5
1450456,122413,x7zoxuIXfaPNDl_CJOBlpA,dUxnPaU2S67QQYpWTSjqTA,2
1450456,21479,x7zoxuIXfaPNDl_CJOBlpA,6MVXSeG_hUfrD8kkVXSYYg,1
1450456,97714,x7zoxuIXfaPNDl_CJOBlpA,W6E6i-J4cuFx7i-MnlJt_A,5
1450456,126333,x7zoxuIXfaPNDl_CJOBlpA,eoJfl5vG7X87QhcKb0nt5Q,2
1450456,30024,x7zoxuIXfaPNDl_CJOBlpA,9H8c6QYpgbQng4XD30wq-g,5
1450456,132386,x7zoxuIXfaPNDl_CJOBlpA,gtGn5hnHRAnGgfCiTcdj0A,3
1450456,75946,x7zoxuIXfaPNDl_CJOBlpA,OkLqpxpbvU2N2-OGDn0yiA,2
1450456,186827,x7zoxuIXfaPNDl_CJOBlpA,zPsmQ3ZkUWsCdqOQB0VBdg,2
1450456,77820,x7zoxuIXfaPNDl_CJOBlpA,POw6bMXjMHPbV55xVfvAag,5
1450456,151275,x7zoxuIXfaPNDl_CJOBlpA,nIJr76IGIGS3nkmieY3Vow,5
1450456,182376,x7zoxuIXfaPNDl_CJOBlpA,xt8fR5wBoYwd0fKrVdjntw,2
1450456,173859,x7zoxuIXfaPNDl_CJOBlpA,uzsMilozioxCenzyXbVMmw,4
1450456,143292,x7zoxuIXfaPNDl_CJOBlpA,kZwlVZ7zZa9TPiW-r3PlRw,1
1450456,99438,x7zoxuIXfaPNDl_CJOBlpA,WghhtS-tqDWMh_W2O13CYA,1
1450456,114109,x7zoxuIXfaPNDl_CJOBlpA,aeEklO3yN7lVFBtZh4Ng0g,5
1450456,26183,x7zoxuIXfaPNDl_CJOBlpA,7xWbvNsFeKaJTurdHFrnqw,5
1450456,47425,x7zoxuIXfaPNDl_CJOBlpA,F5Mh9ufSdE1P8ZZk6wzn4w,5
1450456,153078,x7zoxuIXfaPNDl_CJOBlpA,ntds2JP29DPYp765oFqptw,5
1450456,42849,x7zoxuIXfaPNDl_CJOBlpA,DZBAkVf8HU4U4ZQ_yKECBQ,5
1450456,136668,x7zoxuIXfaPNDl_CJOBlpA,iKsQbwUfrGtTYMOxWpIc3w,2
1450456,90029,x7zoxuIXfaPNDl_CJOBlpA,TXcVQfX4J0NqKRqgDBgWOA,5
1450456,30757,x7zoxuIXfaPNDl_CJOBlpA,9WZqZaFM5EkhitW3aON0Zw,1
1450456,8536,x7zoxuIXfaPNDl_CJOBlpA,1vEBp-YeAvqg1w19GzYg9w,1
1450456,7672,x7zoxuIXfaPNDl_CJOBlpA,1cLXGXThDYZ5WK_KpBLtkw,5
1450456,161561,x7zoxuIXfaPNDl_CJOBlpA,qlg2QMEErgseygqs_MQETA,2
1450456,175797,x7zoxuIXfaPNDl_CJOBlpA,veXxt8rGY_RJPpA5QkHT9Q,5
1450456,103276,x7zoxuIXfaPNDl_CJOBlpA,Y-oPVMkxgEsve1sG2iDLXA,2
1450456,114717,x7zoxuIXfaPNDl_CJOBlpA,ar27DwWW4V0eKTr_4rOFGQ,5
1450456,183239,x7zoxuIXfaPNDl_CJOBlpA,yBHltbm3DqNaKgBgTMpxsA,4
1450456,141,x7zoxuIXfaPNDl_CJOBlpA,-1vulUmD1pYf0uvXBY1Fzg,5
1450456,185058,x7zoxuIXfaPNDl_CJOBlpA,ynEyJ9dzHAHASnYSSYfmDQ,5
1450456,167145,x7zoxuIXfaPNDl_CJOBlpA,shNT-4EtlH8sHg5tIrfkjA,5
1450456,97601,x7zoxuIXfaPNDl_CJOBlpA,W3PgeyVrAjgK0X6ZLX-hfg,5
1450456,134369,x7zoxuIXfaPNDl_CJOBlpA,hZLdSnk3cpp5R4tIxR9NzA,4
1450456,114022,x7zoxuIXfaPNDl_CJOBlpA,acTFhUpJpWyrMmdoNFwyuA,5
1450456,80852,x7zoxuIXfaPNDl_CJOBlpA,QQqI1z1FohJGSLV0qKvOjQ,1
1450456,79887,x7zoxuIXfaPNDl_CJOBlpA,Q5flK4fxR2roE0aCjqF_gw,5
1450456,57763,x7zoxuIXfaPNDl_CJOBlpA,I_eSnGmk5nDdsOL6Y4OAEg,2
1450456,67541,x7zoxuIXfaPNDl_CJOBlpA,LtDYRcMJbJPhXPEklT29Fw,5
